Name,Price,Url
Staff of Perplex,9.259 ,https://market.dota2.net/en/item/1169471219-2835603814-Staff%20of%20Perplex/
Autographed Razzil's Midas Knuckles,2.3 ,https://market.dota2.net/en/item/1169482710-4192157323-Autographed%20Razzil%27s%20Midas%20Knuckles/
Floodmask,3.241 ,https://market.dota2.net/en/item/1169484145-253531743-Floodmask/
Sullen Hollow,11.437 ,https://market.dota2.net/en/item/1169484150-560543535-Sullen%20Hollow/
Sullen Hollow,21.295 ,https://market.dota2.net/en/item/1169484150-1440135377-Sullen%20Hollow/
Sullen Hollow,10.194 ,https://market.dota2.net/en/item/1169484150-3453471166-Sullen%20Hollow/
Genuine Midas Knuckles,14.15 ,https://market.dota2.net/en/item/1169522040-57943528-Genuine%20Midas%20Knuckles/
Genuine Golden Venoling,21.73 ,https://market.dota2.net/en/item/1169532105-4267368679-Genuine%20Golden%20Venoling/
Shard of the Lost Star,4.794 ,https://market.dota2.net/en/item/1347808162-2905293142-Shard%20of%20the%20Lost%20Star/
Armor of the Fearful Aria,2.842 ,https://market.dota2.net/en/item/1367163124-3361772513-Armor%20of%20the%20Fearful%20Aria/
Infused Armor of the Fearful Aria,4.902 ,https://market.dota2.net/en/item/1367163666-1826598770-Infused%20Armor%20of%20the%20Fearful%20Aria/
Empire of the Lightning Lord,3.137 ,https://market.dota2.net/en/item/1392796453-57949762-Empire%20of%20the%20Lightning%20Lord/
Golden Seekling,6.48 ,https://market.dota2.net/en/item/1392798370-57949762-Golden%20Seekling/
Mantle of the Cinder Baron,3.149 ,https://market.dota2.net/en/item/1399668417-5874220475-Mantle%20of%20the%20Cinder%20Baron/
Пустынный комплект музыки,3.867 ,https://market.dota2.net/en/item/1441173257-1363818137-Desert%20Music%20Pack/
The Andestian Sentinel,4.098 ,https://market.dota2.net/en/item/1506964883-93973071-The%20Andestian%20Sentinel/
Coat of Fantoccini's Dilemma,13.344 ,https://market.dota2.net/en/item/1507055756-1508904830-Coat%20of%20Fantoccini%27s%20Dilemma/
Golden Fortune's Tout,4.347 ,https://market.dota2.net/en/item/1723117669-1913659523-Golden%20Fortune%27s%20Tout/
Solar Forge,3.681 ,https://market.dota2.net/en/item/1723114384-1730073822-Solar%20Forge/
Hakobi and Tenneko,65.48 ,https://market.dota2.net/en/item/1766372023-1625510296-Hakobi%20and%20Tenneko/
Dark Artistry Pauldrons,5.97 ,https://market.dota2.net/en/item/1814290122-1900963695-Dark%20Artistry%20Pauldrons/
Dark Artistry Pauldrons,5.022 ,https://market.dota2.net/en/item/1814290122-4250231610-Dark%20Artistry%20Pauldrons/
Dark Artistry Pauldrons,5.022 ,https://market.dota2.net/en/item/1814290122-4488164866-Dark%20Artistry%20Pauldrons/
Dark Artistry Pauldrons,5.022 ,https://market.dota2.net/en/item/1814290122-5693324422-Dark%20Artistry%20Pauldrons/
Hydrakan Latch,2.998 ,https://market.dota2.net/en/item/1880238739-3361762589-Hydrakan%20Latch/
Hydrakan Latch,2.263 ,https://market.dota2.net/en/item/1880238739-5913450442-Hydrakan%20Latch/
Disciple of the Wyrmwrought Flame,125.261 ,https://market.dota2.net/en/item/1880241933-1254632998-Disciple%20of%20the%20Wyrmwrought%20Flame/
Ripper's Reel,2.754 ,https://market.dota2.net/en/item/1899578284-4179290133-Ripper%27s%20Reel/
Witch Hunter Templar,15.794 ,https://market.dota2.net/en/item/1946940222-57949762-Witch%20Hunter%20Templar/
Horns of the Daemon Prince,3.708 ,https://market.dota2.net/en/item/1946941383-1625510296-Horns%20of%20the%20Daemon%20Prince/
Grips of Eternal Harvest,2.317 ,https://market.dota2.net/en/item/2050800013-1625510296-Grips%20of%20Eternal%20Harvest/
Infused Blade of the Fractured Order,8.883 ,https://market.dota2.net/en/item/2070027296-5905717612-Infused%20Blade%20of%20the%20Fractured%20Order/
Infused Pauldron of the Dreadborn Regent,8.464 ,https://market.dota2.net/en/item/2070024052-2247249589-Infused%20Pauldron%20of%20the%20Dreadborn%20Regent/
Belt of the Blood Moon,5.152 ,https://market.dota2.net/en/item/2070035487-5882348246-Belt%20of%20the%20Blood%20Moon/
The King's New Journey,14.974 ,https://market.dota2.net/en/item/2085576689-5919347134-The%20King%27s%20New%20Journey/
Great Sage's Reckoning,31.098 ,https://market.dota2.net/en/item/2085579067-2247249524-Great%20Sage%27s%20Reckoning/
Exalted Great Sage's Reckoning,19.726 ,https://market.dota2.net/en/item/2085579510-2247249524-Exalted%20Great%20Sage%27s%20Reckoning/
Новый стиль для Bark of the Ageless Witness,3.475 ,https://market.dota2.net/en/item/2144623431-948149725-Bark%20of%20the%20Ageless%20Witness%20Style%20Unlock/
Immortal Treasure II 2017,3.584 ,https://market.dota2.net/en/item/2274723233-1363818264-Immortal%20Treasure%20II%202017/
Vigil Triumph,65.245 ,https://market.dota2.net/en/item/2415363046-2920623331-Vigil%20Triumph/
Vigil Triumph,67.968 ,https://market.dota2.net/en/item/2415363046-3361756675-Vigil%20Triumph/
Vigil Triumph,63.176 ,https://market.dota2.net/en/item/2415363046-3453471166-Vigil%20Triumph/
Origins of Faith,5.962 ,https://market.dota2.net/en/item/2457164243-2654123884-Origins%20of%20Faith/
Origins of Faith,8.714 ,https://market.dota2.net/en/item/2457164243-5908019517-Origins%20of%20Faith/
Origins of Faith,8.714 ,https://market.dota2.net/en/item/2457164243-5913450442-Origins%20of%20Faith/
Origins of Faith,4.158 ,https://market.dota2.net/en/item/2457164243-5919346918-Origins%20of%20Faith/
Concord Dominion,5.338 ,https://market.dota2.net/en/item/2457164244-1363818241-Concord%20Dominion/
Concord Dominion,10.893 ,https://market.dota2.net/en/item/2457164244-5913450442-Concord%20Dominion/
Bitter Lineage,3.908 ,https://market.dota2.net/en/item/2457164245-5916154376-Bitter%20Lineage/
Magus Accord,13.91 ,https://market.dota2.net/en/item/2457165324-2461839410-Magus%20Accord/
Magus Accord,13.737 ,https://market.dota2.net/en/item/2457165324-5324796805-Magus%20Accord/
Autographed Alluvion Prophecy,2.898 ,https://market.dota2.net/en/item/2457165581-3361776555-Autographed%20Alluvion%20Prophecy/
Autographed Pyrexaec Floe,7.56 ,https://market.dota2.net/en/item/2457166577-3361769207-Autographed%20Pyrexaec%20Floe/
Autographed Bitter Lineage,5.456 ,https://market.dota2.net/en/item/2457166579-3361759812-Autographed%20Bitter%20Lineage/
Strongback the Swift,15.63 ,https://market.dota2.net/en/item/2457169121-57949762-Strongback%20the%20Swift/
Autographed Magus Accord,13.44 ,https://market.dota2.net/en/item/2457173350-3361776555-Autographed%20Magus%20Accord/
Golden Origins of Faith,343.583 ,https://market.dota2.net/en/item/2457211950-253032557-Golden%20Origins%20of%20Faith/
Armor of the Foulfell Corruptor,5.735 ,https://market.dota2.net/en/item/2548825394-1625510296-Armor%20of%20the%20Foulfell%20Corruptor/
The Sunbreeze Birthright,10.403 ,https://market.dota2.net/en/item/2588898073-1626282498-The%20Sunbreeze%20Birthright/
Autumn Sale Emoticon Pack,4.08 ,https://market.dota2.net/en/item/2605325723-948149725-Autumn%20Sale%20Emoticon%20Pack/
Crown of the Fervid Monarch,3.994 ,https://market.dota2.net/en/item/2605342881-1625510296-Crown%20of%20the%20Fervid%20Monarch/
Frostshard Ascendant,5.446 ,https://market.dota2.net/en/item/2642244594-57949762-Frostshard%20Ascendant/
Boilerplate Bruiser,8.75 ,https://market.dota2.net/en/item/2642244699-57949762-Boilerplate%20Bruiser/
Helm of the Dark Reservoir,3.551 ,https://market.dota2.net/en/item/2642250001-1625510296-Helm%20of%20the%20Dark%20Reservoir/
Feast of Abscession,21.736 ,https://market.dota2.net/en/item/2777494242-2933539287-Feast%20of%20Abscession/
Exalted Feast of Abscession,23.833 ,https://market.dota2.net/en/item/2777687741-2844297853-Exalted%20Feast%20of%20Abscession/
Exalted Feast of Abscession,21.774 ,https://market.dota2.net/en/item/2777687741-3140554102-Exalted%20Feast%20of%20Abscession/
Shambling Trickster Staff,2.18 ,https://market.dota2.net/en/item/840238602-0-Shambling%20Trickster%20Staff/
Inscribed The Barren Crown,3.92 ,https://market.dota2.net/en/item/949822588-3327083361-Inscribed%20The%20Barren%20Crown/
Inscribed Vindictive Protector,9 ,https://market.dota2.net/en/item/985060438-3361756878-Inscribed%20Vindictive%20Protector/
Schnapp & Spyfly,2.35 ,https://market.dota2.net/en/item/985112933-57949762-Schnapp%20%26%20Spyfly/
Inscribed Offhand Basher of Mage Skulls,3.257 ,https://market.dota2.net/en/item/996695918-3361757506-Inscribed%20Offhand%20Basher%20of%20Mage%20Skulls/
Inscribed Offhand Basher of Mage Skulls,3.257 ,https://market.dota2.net/en/item/996695918-3361761215-Inscribed%20Offhand%20Basher%20of%20Mage%20Skulls/
Inscribed Offhand Basher of Mage Skulls,3.257 ,https://market.dota2.net/en/item/996695918-3361766827-Inscribed%20Offhand%20Basher%20of%20Mage%20Skulls/
Inscribed Arms of Desolation,4.726 ,https://market.dota2.net/en/item/996698558-281399091-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.726 ,https://market.dota2.net/en/item/996698558-1503845218-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-2852827607-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-3278083171-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,8.17 ,https://market.dota2.net/en/item/996698558-3361756660-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-3361757188-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-3361758264-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-3361762524-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-3361830100-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-3361849058-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-3361951820-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-4229868842-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-5624723866-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-5724041960-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-5872807464-Inscribed%20Arms%20of%20Desolation/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/996698558-5873062622-Inscribed%20Arms%20of%20Desolation/
Golden Offhand Basher of Mage Skulls,6.884 ,https://market.dota2.net/en/item/996714933-5744015800-Golden%20Offhand%20Basher%20of%20Mage%20Skulls/
Arms of Desolation,4.595 ,https://market.dota2.net/en/item/996780770-5748498598-Arms%20of%20Desolation/
Tormented Staff,2.675 ,https://market.dota2.net/en/item/996835012-3453471166-Tormented%20Staff/
Faceless Rex,23.938 ,https://market.dota2.net/en/item/1016802979-3361762589-Faceless%20Rex/
Inscribed Demon Eater,15.685 ,https://market.dota2.net/en/item/1087919816-948307307-Inscribed%20Demon%20Eater/
Inscribed Piston Impaler,4.041 ,https://market.dota2.net/en/item/1116732354-1503815998-Inscribed%20Piston%20Impaler/
Inscribed Focal Resonance,3.867 ,https://market.dota2.net/en/item/1116732360-1296159071-Inscribed%20Focal%20Resonance/
Inscribed Focal Resonance,3.386 ,https://market.dota2.net/en/item/1116732360-1392195585-Inscribed%20Focal%20Resonance/
Focal Resonance,3.677 ,https://market.dota2.net/en/item/1116755959-3453471166-Focal%20Resonance/
Inscribed Focal Resonance,3.867 ,https://market.dota2.net/en/item/1116732360-2163169125-Inscribed%20Focal%20Resonance/
Inscribed Focal Resonance,5.447 ,https://market.dota2.net/en/item/1116732360-2864819529-Inscribed%20Focal%20Resonance/
Righteous Thunderbolt,17.864 ,https://market.dota2.net/en/item/1116775820-5930115817-Righteous%20Thunderbolt/
Magus Apex,4.956 ,https://market.dota2.net/en/item/1116785084-1390260654-Magus%20Apex/
Pact of the Wurmblood,2.265 ,https://market.dota2.net/en/item/1151260843-1363818243-Pact%20of%20the%20Wurmblood/
Genuine Imbued Sculptor's Pillar 2015,8.999 ,https://market.dota2.net/en/item/1169602418-57943528-Genuine%20Imbued%20Sculptor%27s%20Pillar%202015/
Мега-убийства: Рик и Морти,4.956 ,https://market.dota2.net/en/item/1222415962-2247249567-Mega-Kills%3A%20Rick%20and%20Morty/
Inscribed Arms of Desolation,4.14 ,https://market.dota2.net/en/item/1224527207-5576259221-Inscribed%20Arms%20of%20Desolation/
Genuine Weather Harvest,4.956 ,https://market.dota2.net/en/item/1272852749-1254877084-Genuine%20Weather%20Harvest/
Treasure Upgrade Infuser - Fall 2016,17.201 ,https://market.dota2.net/en/item/1987659681-948149725-Treasure%20Upgrade%20Infuser%20-%20Fall%202016/
Осень 2016 - Эффект в мешочке,27.1 ,https://market.dota2.net/en/item/1987659681-1363818264-Treasure%20Upgrade%20Infuser%20-%20Fall%202016/
Cannon of the Occultist's Pursuit,5.85 ,https://market.dota2.net/en/item/2175756223-2247249524-Cannon%20of%20the%20Occultist%27s%20Pursuit/
Hat of the Itinerant Scholar,2.613 ,https://market.dota2.net/en/item/2194280193-2247249524-Hat%20of%20the%20Itinerant%20Scholar/
Bladeform Legacy,22.384 ,https://market.dota2.net/en/item/2209559676-2212345448-Bladeform%20Legacy/
Bladeform Legacy,21.764 ,https://market.dota2.net/en/item/2209559676-2222405553-Bladeform%20Legacy/
Bladeform Legacy,21.229 ,https://market.dota2.net/en/item/2209559676-2231689945-Bladeform%20Legacy/
Bladeform Legacy,21.229 ,https://market.dota2.net/en/item/2209559676-2247365641-Bladeform%20Legacy/
Bladeform Legacy,21.229 ,https://market.dota2.net/en/item/2209559676-2248667501-Bladeform%20Legacy/
Autographed Bladeform Legacy,20.474 ,https://market.dota2.net/en/item/2209595208-4398977503-Autographed%20Bladeform%20Legacy/
Exalted Bladeform Legacy,19 ,https://market.dota2.net/en/item/2210683026-2221273587-Exalted%20Bladeform%20Legacy/
Exalted Bladeform Legacy,19.994 ,https://market.dota2.net/en/item/2210683026-2231161269-Exalted%20Bladeform%20Legacy/
Exalted Bladeform Legacy,26 ,https://market.dota2.net/en/item/2210683026-2231441565-Exalted%20Bladeform%20Legacy/
Death Ward of the Foreteller's Oath,3.257 ,https://market.dota2.net/en/item/2218395960-3361756716-Death%20Ward%20of%20the%20Foreteller%27s%20Oath/
Hermes the Hermit Crab,6.895 ,https://market.dota2.net/en/item/2274723229-1723145900-Hermes%20the%20Hermit%20Crab/
Sullen Harvest,29.856 ,https://market.dota2.net/en/item/2345315403-1363818241-Sullen%20Harvest/
Sullen Harvest,29.856 ,https://market.dota2.net/en/item/2345315403-5930502916-Sullen%20Harvest/
Golden Wyrmwrought Flare,14.972 ,https://market.dota2.net/en/item/2345324191-4200319272-Golden%20Wyrmwrought%20Flare/
Feast of Abscession,20.32 ,https://market.dota2.net/en/item/2777494242-2797413025-Feast%20of%20Abscession/
Feast of Abscession,26.741 ,https://market.dota2.net/en/item/2777494242-3453650644-Feast%20of%20Abscession/
Exalted Feast of Abscession,21.774 ,https://market.dota2.net/en/item/2777687741-2787363920-Exalted%20Feast%20of%20Abscession/
Exalted Feast of Abscession,20.172 ,https://market.dota2.net/en/item/2777687741-5690175169-Exalted%20Feast%20of%20Abscession/
Complete Crown of Sacred Light,10.553 ,https://market.dota2.net/en/item/3186764147-1625510296-Complete%20Crown%20of%20Sacred%20Light/
Avatar of the Impossible Realm,31.479 ,https://market.dota2.net/en/item/3305753196-57949762-Avatar%20of%20the%20Impossible%20Realm/
Staff of the Impossible Realm,6.335 ,https://market.dota2.net/en/item/3305756613-2247249524-Staff%20of%20the%20Impossible%20Realm/
Reaper's Wreath,4.891 ,https://market.dota2.net/en/item/3356124466-3356124467-Reaper%27s%20Wreath/
Treasure of the Fallen Cinder,4.597 ,https://market.dota2.net/en/item/3729028195-57943523-Treasure%20of%20the%20Fallen%20Cinder/
Helm of the Honored Servant of the Empire,3.332 ,https://market.dota2.net/en/item/3689336503-93973071-Helm%20of%20the%20Honored%20Servant%20of%20the%20Empire/
Inscribed Demon Eater,15.794 ,https://market.dota2.net/en/item/3919152614-5779924375-Inscribed%20Demon%20Eater/
Unusual Blazing Hatchling,4.057 ,https://market.dota2.net/en/item/4038457921-234254378-Unusual%20Blazing%20Hatchling/
Unusual Blazing Hatchling,4.717 ,https://market.dota2.net/en/item/4038457921-3361988317-Unusual%20Blazing%20Hatchling/
Unusual Blazing Hatchling,2.908 ,https://market.dota2.net/en/item/4038457921-3362037573-Unusual%20Blazing%20Hatchling/
Lash of the Lizard Kin,22 ,https://market.dota2.net/en/item/4056581337-5913131251-Lash%20of%20the%20Lizard%20Kin/
Origin of the Unmaking,13.179 ,https://market.dota2.net/en/item/4056581346-5911722285-Origin%20of%20the%20Unmaking/
Concord Reversion,21.24 ,https://market.dota2.net/en/item/4056581349-230145964-Concord%20Reversion/
Hunger of the Howling Wilds,5.524 ,https://market.dota2.net/en/item/4056581887-1363818241-Hunger%20of%20the%20Howling%20Wilds/
The Hallows Within,21.295 ,https://market.dota2.net/en/item/4056771478-2247249524-The%20Hallows%20Within/
Spiteful Djinn,2.235 ,https://market.dota2.net/en/item/4056820337-2247249524-Spiteful%20Djinn/
Governor's Salakot,16.019 ,https://market.dota2.net/en/item/260048962-0-Governor%27s%20Salakot/
Exalted Fractal Horns of Inner Abysm,24.937 ,https://market.dota2.net/en/item/342646068-1740303628-Exalted%20Fractal%20Horns%20of%20Inner%20Abysm/
Murder Mask,10.882 ,https://market.dota2.net/en/item/395548476-811313646-Murder%20Mask/
Genuine Dendi Doll,3.268 ,https://market.dota2.net/en/item/395570631-1363843473-Genuine%20Dendi%20Doll/
Genuine Dendi Doll,4.357 ,https://market.dota2.net/en/item/395570631-2806516676-Genuine%20Dendi%20Doll/
Genuine Dendi Doll,3.268 ,https://market.dota2.net/en/item/395570631-3361756738-Genuine%20Dendi%20Doll/
Genuine Dendi Doll,3.268 ,https://market.dota2.net/en/item/395570631-3362067736-Genuine%20Dendi%20Doll/
Hat of the Wild West,2.29 ,https://market.dota2.net/en/item/408758778-0-Hat%20of%20the%20Wild%20West/
Swine of the Sunken Galley,19.367 ,https://market.dota2.net/en/item/582784024-1732826595-Swine%20of%20the%20Sunken%20Galley/
Комплект музыки «The International 2014»,9 ,https://market.dota2.net/en/item/583164181-0-The%20International%202014%20Music%20Pack/
Exalted Demon Eater,16.4 ,https://market.dota2.net/en/item/606177704-1613500232-Exalted%20Demon%20Eater/
Rainmaker MK.VII,2.329 ,https://market.dota2.net/en/item/615552051-93973071-Rainmaker%20MK.VII/
Exalted Manifold Paradox,21.139 ,https://market.dota2.net/en/item/644965194-652836999-Exalted%20Manifold%20Paradox/
The Igneous Stone,5.338 ,https://market.dota2.net/en/item/673159037-57944754-The%20Igneous%20Stone/
Fiery Soul of the Slayer,19.661 ,https://market.dota2.net/en/item/673669861-673669862-Fiery%20Soul%20of%20the%20Slayer/
Battleaxe of the Basilisk,4.585 ,https://market.dota2.net/en/item/674458665-0-Battleaxe%20of%20the%20Basilisk/
Inscribed Ghastly Matriarch,9 ,https://market.dota2.net/en/item/761460708-3361756865-Inscribed%20Ghastly%20Matriarch/
Genuine Skittering Desolation,8 ,https://market.dota2.net/en/item/771156215-1343549185-Genuine%20Skittering%20Desolation/
Genuine Serrakura,8.17 ,https://market.dota2.net/en/item/771156340-2083887750-Genuine%20Serrakura/
Genuine Rapier of the Burning God,3.92 ,https://market.dota2.net/en/item/771156332-831692956-Genuine%20Rapier%20of%20the%20Burning%20God/
Genuine Serrakura,3.378 ,https://market.dota2.net/en/item/771156340-5577754475-Genuine%20Serrakura/
Genuine The Golden Barb of Skadi,4.43 ,https://market.dota2.net/en/item/771156380-1058252573-Genuine%20The%20Golden%20Barb%20of%20Skadi/
Genuine The Golden Barb of Skadi,4.43 ,https://market.dota2.net/en/item/771156380-4207037918-Genuine%20The%20Golden%20Barb%20of%20Skadi/
Genuine The Golden Barb of Skadi,4.433 ,https://market.dota2.net/en/item/771156380-4209270406-Genuine%20The%20Golden%20Barb%20of%20Skadi/
Genuine The Golden Barb of Skadi,4.433 ,https://market.dota2.net/en/item/771156380-5275798642-Genuine%20The%20Golden%20Barb%20of%20Skadi/
Genuine The Golden Barb of Skadi,4.43 ,https://market.dota2.net/en/item/771156380-5317996716-Genuine%20The%20Golden%20Barb%20of%20Skadi/
Genuine The Golden Barb of Skadi,4.43 ,https://market.dota2.net/en/item/771156380-5539008454-Genuine%20The%20Golden%20Barb%20of%20Skadi/
Genuine The Golden Barb of Skadi,4.433 ,https://market.dota2.net/en/item/771156380-5719189798-Genuine%20The%20Golden%20Barb%20of%20Skadi/
Inscribed Guise of the Winged Bolt,9 ,https://market.dota2.net/en/item/771156424-3361756866-Inscribed%20Guise%20of%20the%20Winged%20Bolt/
Breaking Emerald,11.492 ,https://market.dota2.net/en/item/771157627-57943528-Breaking%20Emerald/
Fin King's Charm,3.202 ,https://market.dota2.net/en/item/497884810-5906186227-Fin%20King%27s%20Charm/
Autographed The Lightning Orchid,53.33 ,https://market.dota2.net/en/item/497898895-4589734761-Autographed%20The%20Lightning%20Orchid/
Inscribed Hellborn Grasp,4.53 ,https://market.dota2.net/en/item/497944258-274137960-Inscribed%20Hellborn%20Grasp/
Pudgling,5.011 ,https://market.dota2.net/en/item/519295523-3367543315-Pudgling/
Inscribed Vigilante Foxes,9 ,https://market.dota2.net/en/item/521516736-3361756850-Inscribed%20Vigilante%20Foxes/
Inscribed Hunter with No Name,9 ,https://market.dota2.net/en/item/521518520-3298196202-Inscribed%20Hunter%20with%20No%20Name/
Lamb to the Slaughter,9.259 ,https://market.dota2.net/en/item/522511416-3453471950-Lamb%20to%20the%20Slaughter/
Pale Mausoleum,3.102 ,https://market.dota2.net/en/item/522511421-3453471950-Pale%20Mausoleum/
Inscribed Empyrean,8.126 ,https://market.dota2.net/en/item/524840505-330208331-Inscribed%20Empyrean/
Inscribed Blade of Tears,22.322 ,https://market.dota2.net/en/item/533245888-4858144292-Inscribed%20Blade%20of%20Tears/
Inverse Bayonet,5.063 ,https://market.dota2.net/en/item/533249482-1294606533-Inverse%20Bayonet/
Inverse Bayonet,6.602 ,https://market.dota2.net/en/item/533249482-2262869569-Inverse%20Bayonet/
Swift Claw,10.021 ,https://market.dota2.net/en/item/533252242-4310398099-Swift%20Claw/
Elixir of Dragon's Breath,2.15 ,https://market.dota2.net/en/item/533252954-3453471166-Elixir%20of%20Dragon%27s%20Breath/
Soul Diffuser,31.068 ,https://market.dota2.net/en/item/533252955-3361756721-Soul%20Diffuser/
Mania's Mask,8.344 ,https://market.dota2.net/en/item/533252957-956619926-Mania%27s%20Mask/
Genuine Golden Doomling,87.727 ,https://market.dota2.net/en/item/533893674-3361758257-Genuine%20Golden%20Doomling/
Genuine Golden Lamb to the Slaughter,97.907 ,https://market.dota2.net/en/item/533899502-230145964-Genuine%20Golden%20Lamb%20to%20the%20Slaughter/
Voidhammer,19.356 ,https://market.dota2.net/en/item/552276097-285099810-Voidhammer/
Voidhammer,15.685 ,https://market.dota2.net/en/item/552276097-4951377016-Voidhammer/
Father of the Forest,9 ,https://market.dota2.net/en/item/560560221-560542560-Father%20of%20the%20Forest/
Treasure of the Rotted Gallows,5 ,https://market.dota2.net/en/item/630572664-948149725-Treasure%20of%20the%20Rotted%20Gallows/
Hunter with No Name,9 ,https://market.dota2.net/en/item/630779219-948149725-Hunter%20with%20No%20Name/
Crate of the Spelunker,3.75 ,https://market.dota2.net/en/item/639284205-0-Crate%20of%20the%20Spelunker/
Manifold Paradox,21.774 ,https://market.dota2.net/en/item/644964380-1628263506-Manifold%20Paradox/
Manifold Paradox,28 ,https://market.dota2.net/en/item/644964380-1720341179-Manifold%20Paradox/
Manifold Paradox,26.131 ,https://market.dota2.net/en/item/644964380-1781885566-Manifold%20Paradox/
Manifold Paradox,27.462 ,https://market.dota2.net/en/item/644964380-1832160441-Manifold%20Paradox/
Manifold Paradox,23.608 ,https://market.dota2.net/en/item/644964380-2586355905-Manifold%20Paradox/
Manifold Paradox,28.756 ,https://market.dota2.net/en/item/644964380-5367306434-Manifold%20Paradox/
Manifold Paradox,30 ,https://market.dota2.net/en/item/644964380-5367314445-Manifold%20Paradox/
Manifold Paradox,38.123 ,https://market.dota2.net/en/item/644964380-5367318228-Manifold%20Paradox/
Manifold Paradox,20.892 ,https://market.dota2.net/en/item/644964380-5367340004-Manifold%20Paradox/
Inscribed Demon Eater,19.171 ,https://market.dota2.net/en/item/782527558-611414514-Inscribed%20Demon%20Eater/
Inscribed Demon Eater,19.028 ,https://market.dota2.net/en/item/782527558-616927069-Inscribed%20Demon%20Eater/
Inscribed Demon Eater,19.062 ,https://market.dota2.net/en/item/782527558-625764638-Inscribed%20Demon%20Eater/
Inscribed Demon Eater,16.437 ,https://market.dota2.net/en/item/782527558-5636664654-Inscribed%20Demon%20Eater/
Inscribed Manifold Paradox,36.773 ,https://market.dota2.net/en/item/783312163-5917617529-Inscribed%20Manifold%20Paradox/
Inscribed Crucible of Light,9 ,https://market.dota2.net/en/item/800869531-2362757066-Inscribed%20Crucible%20of%20Light/
Scythe of Ice,47.926 ,https://market.dota2.net/en/item/258971915-1748261403-Scythe%20of%20Ice/
Scythe of Ice,47.876 ,https://market.dota2.net/en/item/258971915-5905262133-Scythe%20of%20Ice/
Inscribed Blades of Voth Domosh,45.55 ,https://market.dota2.net/en/item/281801638-253173796-Inscribed%20Blades%20of%20Voth%20Domosh/
Набор «Blessings of Lucentyr»,3.31 ,https://market.dota2.net/en/item/340880632-1507031039-Blessings%20of%20Lucentyr%20Set/
Auspicious Battlefury,49.56 ,https://market.dota2.net/en/item/340915224-560542937-Auspicious%20Battlefury/
Corrupted Lucentyr,6.808 ,https://market.dota2.net/en/item/340918536-3390687134-Corrupted%20Lucentyr/
Exalted Fractal Horns of Inner Abysm,28.915 ,https://market.dota2.net/en/item/342646068-1565228293-Exalted%20Fractal%20Horns%20of%20Inner%20Abysm/
Fractal Horns of Inner Abysm,25.631 ,https://market.dota2.net/en/item/342651391-578775474-Fractal%20Horns%20of%20Inner%20Abysm/
Fractal Horns of Inner Abysm,21.426 ,https://market.dota2.net/en/item/342651391-1678325057-Fractal%20Horns%20of%20Inner%20Abysm/
Fractal Horns of Inner Abysm,21.785 ,https://market.dota2.net/en/item/342651391-2752541602-Fractal%20Horns%20of%20Inner%20Abysm/
Genuine Hat of the Kraken,16.143 ,https://market.dota2.net/en/item/485171298-57943528-Genuine%20Hat%20of%20the%20Kraken/
Genuine Fire Lotus Belt,32.9 ,https://market.dota2.net/en/item/485171301-57943528-Genuine%20Fire%20Lotus%20Belt/
Genuine Wings of Searing Pain,16.971 ,https://market.dota2.net/en/item/485171302-57943528-Genuine%20Wings%20of%20Searing%20Pain/
Cuffs of Quas Precor,5 ,https://market.dota2.net/en/item/485948071-175028831-Cuffs%20of%20Quas%20Precor/
Genuine Black Wind Raven,9.804 ,https://market.dota2.net/en/item/486433122-93973071-Genuine%20Black%20Wind%20Raven/
Leg Talons of Madness,2.301 ,https://market.dota2.net/en/item/492440851-1363818243-Leg%20Talons%20of%20Madness/
Inscribed Muh Keen Gun,4.77 ,https://market.dota2.net/en/item/497875995-932309358-Inscribed%20Muh%20Keen%20Gun/
